origin_date,sku,product_name,category,subcategory,recommendation_code,recommendation_title,recommended_action,priority,priority_rank,rationale,triggering_risk,confidence_status,required_follow_up,current_stock,on_order,lead_time_days,safety_stock,reorder_point,avg_weekly_demand,weeks_of_cover,excess_weeks_of_cover,earliest_breach_week,earliest_stockout_week,projected_stockout_date,valuation_basis_confirmed,arrival_timing_confirmed,on_order_policy,overstock_threshold_weeks,overstock_threshold_status,monetary_valuation_blocked
2025-03-04,SKU045,,,,PLACE_PO,Issue Replenishment Purchase Order,Place replenishment purchase order for ~840 units. Target supplier delivery on or before week 1.,2 — HIGH,2,"Projected inventory position (161 units) breaches Reorder Point (241 units) in week 1, inside the supplier lead time window of 9 days.",REORDER_POINT_BREACH_LT,HIGH_CONFIDENCE,Create purchase order requisition and transmit to vendor within 48 hours.,376.0,215.0,9.0,87.0,241.0,210.12335463909812,2.812633564770012,0.0,1.0,3.0,2025-03-25,False,False,Policy_B_LT,8,ENGINEERING_RECOMMENDATION_PENDING_BUSINESS_APPROVAL,True
2025-03-04,SKU005,,,,REVIEW_PIPELINE,Review Replenishment Pipeline,"Prepare replenishment purchase order for week 2. Current pipeline is adequate through week 2, with Reorder Point breach projected in week 3.",3 — MEDIUM,3,"Inventory position remains above Reorder Point during immediate lead time, but declines to 226 units (below Reorder Point of 279 units) in week 3.",REORDER_POINT_BREACH_HORIZON,HIGH_CONFIDENCE,Review open purchase order ETAs during weekly inventory planning meeting.,320.0,349.0,4.0,183.0,279.0,142.72810820478907,4.687233709004997,0.0,3.0,5.0,2025-04-08,False,False,Policy_B_LT,8,ENGINEERING_RECOMMENDATION_PENDING_BUSINESS_APPROVAL,True
2025-03-04,SKU007,,,,REVIEW_PIPELINE,Review Replenishment Pipeline,"Prepare replenishment purchase order for week 1. Current pipeline is adequate through week 1, with Reorder Point breach projected in week 2.",3 — MEDIUM,3,"Inventory position remains above Reorder Point during immediate lead time, but declines to 111 units (below Reorder Point of 237 units) in week 2.",REORDER_POINT_BREACH_HORIZON,HIGH_CONFIDENCE,Review open purchase order ETAs during weekly inventory planning meeting.,167.0,363.0,5.0,141.0,237.0,200.10758450636243,2.6485752716841606,0.0,2.0,3.0,2025-03-25,False,False,Policy_B_LT,8,ENGINEERING_RECOMMENDATION_PENDING_BUSINESS_APPROVAL,True
2025-03-04,SKU008,,,,REVIEW_PIPELINE,Review Replenishment Pipeline,"Prepare replenishment purchase order for week 3. Current pipeline is adequate through week 3, with Reorder Point breach projected in week 4.",3 — MEDIUM,3,"Inventory position remains above Reorder Point during immediate lead time, but declines to 194 units (below Reorder Point of 290 units) in week 4.",REORDER_POINT_BREACH_HORIZON,HIGH_CONFIDENCE,Review open purchase order ETAs during weekly inventory planning meeting.,694.0,59.0,4.0,184.0,290.0,132.79820814708464,5.670257230925829,0.0,4.0,6.0,2025-04-15,False,False,Policy_B_LT,8,ENGINEERING_RECOMMENDATION_PENDING_BUSINESS_APPROVAL,True
2025-03-04,SKU009,,,,REVIEW_PIPELINE,Review Replenishment Pipeline,"Prepare replenishment purchase order for week 3. Current pipeline is adequate through week 3, with Reorder Point breach projected in week 4.",3 — MEDIUM,3,"Inventory position remains above Reorder Point during immediate lead time, but declines to 57 units (below Reorder Point of 89 units) in week 4.",REORDER_POINT_BREACH_HORIZON,HIGH_CONFIDENCE,Review open purchase order ETAs during weekly inventory planning meeting.,333.0,87.0,3.0,51.0,89.0,93.41289064251258,4.496167468013845,0.0,4.0,5.0,2025-04-08,False,False,Policy_B_LT,8,ENGINEERING_RECOMMENDATION_PENDING_BUSINESS_APPROVAL,True
2025-03-04,SKU011,,,,FREEZE_REPLENISHMENT,Halt Inbound Replenishment,"FREEZE REPLENISHMENT: Severe overstock detected (576 excess units, 28.2 weeks of cover above safety buffer). Suspend all new purchase orders for 29 weeks. Evaluate immediate promotional markdowns, bundle offers, or stock transfers.",3 — MEDIUM,3,Projected inventory position at horizon h=8 exceeds required safety stock by 576 units (28.2 surplus weeks of demand). Evaluated against approved 8-week production forecast horizon.,EXCESS_INVENTORY,HIGH_CONFIDENCE,Escalate to merchandise planning for promotional markdown or supplier return assessment.,610.0,289.0,11.0,160.0,456.0,20.435059714736838,43.993020453553264,28.163339393966474,,,,False,False,Policy_B_LT,8,ENGINEERING_RECOMMENDATION_PENDING_BUSINESS_APPROVAL,True
2025-03-04,SKU014,,,,REVIEW_PIPELINE,Review Replenishment Pipeline,"Prepare replenishment purchase order for week 4. Current pipeline is adequate through week 5, with Reorder Point breach projected in week 6.",3 — MEDIUM,3,"Inventory position remains above Reorder Point during immediate lead time, but declines to 202 units (below Reorder Point of 371 units) in week 6.",REORDER_POINT_BREACH_HORIZON,HIGH_CONFIDENCE,Review open purchase order ETAs during weekly inventory planning meeting.,650.0,677.0,14.0,93.0,371.0,187.64048030479512,7.072034764803833,0.0,6.0,8.0,2025-04-29,False,False,Policy_B_LT,8,ENGINEERING_RECOMMENDATION_PENDING_BUSINESS_APPROVAL,True
2025-03-04,SKU015,,,,FREEZE_REPLENISHMENT,Halt Inbound Replenishment,"FREEZE REPLENISHMENT: Severe overstock detected (378 excess units, 10.3 weeks of cover above safety buffer). Suspend all new purchase orders for 11 weeks. Evaluate immediate promotional markdowns, bundle offers, or stock transfers.",3 — MEDIUM,3,Projected inventory position at horizon h=8 exceeds required safety stock by 378 units (10.3 surplus weeks of demand). Evaluated against approved 8-week production forecast horizon.,EXCESS_INVENTORY,HIGH_CONFIDENCE,Escalate to merchandise planning for promotional markdown or supplier return assessment.,403.0,396.0,9.0,126.0,298.0,36.84021949581758,21.688252972833386,10.268077910784566,,,,False,False,Policy_B_LT,8,ENGINEERING_RECOMMENDATION_PENDING_BUSINESS_APPROVAL,True
2025-03-04,SKU018,,,,REVIEW_PIPELINE,Review Replenishment Pipeline,"Prepare replenishment purchase order for week 3. Current pipeline is adequate through week 3, with Reorder Point breach projected in week 4.",3 — MEDIUM,3,"Inventory position remains above Reorder Point during immediate lead time, but declines to -42 units (below Reorder Point of 166 units) in week 4.",REORDER_POINT_BREACH_HORIZON,HIGH_CONFIDENCE,Review open purchase order ETAs during weekly inventory planning meeting.,586.0,251.0,5.0,76.0,166.0,211.8160038827344,3.9515427760755037,0.0,4.0,4.0,2025-04-01,False,False,Policy_B_LT,8,ENGINEERING_RECOMMENDATION_PENDING_BUSINESS_APPROVAL,True
2025-03-04,SKU019,,,,REVIEW_PIPELINE,Review Replenishment Pipeline,"Prepare replenishment purchase order for week 2. Current pipeline is adequate through week 2, with Reorder Point breach projected in week 3.",3 — MEDIUM,3,"Inventory position remains above Reorder Point during immediate lead time, but declines to -27 units (below Reorder Point of 80 units) in week 3.",REORDER_POINT_BREACH_HORIZON,HIGH_CONFIDENCE,Review open purchase order ETAs during weekly inventory planning meeting.,299.0,88.0,6.0,29.0,80.0,136.65364955618145,2.831977054816201,0.0,3.0,3.0,2025-03-25,False,False,Policy_B_LT,8,ENGINEERING_RECOMMENDATION_PENDING_BUSINESS_APPROVAL,True
2025-03-04,SKU020,,,,REVIEW_PIPELINE,Review Replenishment Pipeline,"Prepare replenishment purchase order for week 2. Current pipeline is adequate through week 2, with Reorder Point breach projected in week 3.",3 — MEDIUM,3,"Inventory position remains above Reorder Point during immediate lead time, but declines to 186 units (below Reorder Point of 274 units) in week 3.",REORDER_POINT_BREACH_HORIZON,HIGH_CONFIDENCE,Review open purchase order ETAs during weekly inventory planning meeting.,487.0,36.0,3.0,153.0,274.0,110.93329667872182,4.7145448270115,0.0,3.0,5.0,2025-04-08,False,False,Policy_B_LT,8,ENGINEERING_RECOMMENDATION_PENDING_BUSINESS_APPROVAL,True
2025-03-04,SKU025,,,,FREEZE_REPLENISHMENT,Halt Inbound Replenishment,"FREEZE REPLENISHMENT: Severe overstock detected (739 excess units, 29.0 weeks of cover above safety buffer). Suspend all new purchase orders for 30 weeks. Evaluate immediate promotional markdowns, bundle offers, or stock transfers.",3 — MEDIUM,3,Projected inventory position at horizon h=8 exceeds required safety stock by 739 units (29.0 surplus weeks of demand). Evaluated against approved 8-week production forecast horizon.,EXCESS_INVENTORY,HIGH_CONFIDENCE,Escalate to merchandise planning for promotional markdown or supplier return assessment.,298.0,870.0,6.0,225.0,463.0,25.47109009506483,45.855909411050554,29.022365217997155,,,,False,False,Policy_B_LT,8,ENGINEERING_RECOMMENDATION_PENDING_BUSINESS_APPROVAL,True
2025-03-04,SKU029,,,,REVIEW_PIPELINE,Review Replenishment Pipeline,"Prepare replenishment purchase order for week 5. Current pipeline is adequate through week 5, with Reorder Point breach projected in week 6.",3 — MEDIUM,3,"Inventory position remains above Reorder Point during immediate lead time, but declines to 154 units (below Reorder Point of 240 units) in week 6.",REORDER_POINT_BREACH_HORIZON,HIGH_CONFIDENCE,Review open purchase order ETAs during weekly inventory planning meeting.,533.0,427.0,4.0,113.0,240.0,130.77761160068587,7.340706014201021,0.0,6.0,8.0,2025-04-29,False,False,Policy_B_LT,8,ENGINEERING_RECOMMENDATION_PENDING_BUSINESS_APPROVAL,True
2025-03-04,SKU032,,,,REVIEW_PIPELINE,Review Replenishment Pipeline,"Prepare replenishment purchase order for week 2. Current pipeline is adequate through week 3, with Reorder Point breach projected in week 4.",3 — MEDIUM,3,"Inventory position remains above Reorder Point during immediate lead time, but declines to 168 units (below Reorder Point of 236 units) in week 4.",REORDER_POINT_BREACH_HORIZON,HIGH_CONFIDENCE,Review open purchase order ETAs during weekly inventory planning meeting.,339.0,138.0,12.0,81.0,236.0,77.94869436124546,6.119409746485182,0.0,4.0,7.0,2025-04-22,False,False,Policy_B_LT,8,ENGINEERING_RECOMMENDATION_PENDING_BUSINESS_APPROVAL,True
2025-03-04,SKU036,,,,REVIEW_PIPELINE,Review Replenishment Pipeline,"Prepare replenishment purchase order for week 2. Current pipeline is adequate through week 3, with Reorder Point breach projected in week 4.",3 — MEDIUM,3,"Inventory position remains above Reorder Point during immediate lead time, but declines to 382 units (below Reorder Point of 419 units) in week 4.",REORDER_POINT_BREACH_HORIZON,HIGH_CONFIDENCE,Review open purchase order ETAs during weekly inventory planning meeting.,472.0,56.0,13.0,113.0,419.0,39.67167319684055,13.30924454283037,2.4608645554443256,4.0,,,False,False,Policy_B_LT,8,ENGINEERING_RECOMMENDATION_PENDING_BUSINESS_APPROVAL,True
